Date,INFY.NS,NIFTYBEES.NS,TCS.NS
2024-10-09,1903.976806640625,278.7200012207031,4195.224609375
2024-10-10,1871.0699462890625,279.29998779296875,4170.021484375
2024-10-11,1886.7677001953125,278.7200012207031,4092.88330078125
2024-10-14,1909.9732666015625,280.760009765625,4080.50341796875
2024-10-15,1910.3634033203125,279.8299865722656,4060.922607421875
2024-10-16,1872.1424560546875,278.5,4039.369384765625
2024-10-17,1918.9434814453125,276.69000244140625,4053.228759765625
2024-10-18,1832.6539306640625,277.5299987792969,4077.009765625
2024-10-21,1806.474609375,276.4700012207031,4034.29248046875
2024-10-22,1805.3531494140625,273.55999755859375,3970.660888671875
2024-10-23,1826.60888671875,273.0899963378906,4020.844482421875
2024-10-24,1816.809814453125,272.1199951171875,4002.69921875
2024-10-25,1815.5423583984375,270.4800109863281,4012.24169921875
2024-10-28,1818.7598876953125,271.9700012207031,4045.169677734375
2024-10-29,1813.7799072265625,273.5899963378906,4029.743896484375
2024-10-30,1777.0960693359375,272.1600036621094,4039.038818359375
2024-10-31,1732.868408203125,270.6400146484375,3924.136474609375
2024-11-01,1736.4183349609375,270.6400146484375,3939.710205078125
2024-11-04,1739.1795654296875,268.4700012207031,3919.88427734375
2024-11-05,1729.860595703125,270.7900085449219,3927.004150390625
2024-11-06,1798.3963623046875,273.9100036621094,4093.42431640625
2024-11-07,1778.032958984375,270.70001220703125,4104.548828125
2024-11-08,1804.5595703125,270.0299987792969,4100.69287109375
2024-11-11,1834.291259765625,269.9599914550781,4151.8154296875
2024-11-12,1842.87060546875,267.17999267578125,4150.529296875
2024-11-13,1842.4761962890625,263.6400146484375,4104.0048828125
2024-11-14,1838.6795654296875,263.57000732421875,4099.60498046875
2024-11-18,1786.3162841796875,262.4700012207031,3974.616455078125
2024-11-19,1799.4317626953125,263.07000732421875,3994.4423828125
2024-11-21,1808.602783203125,261.2900085449219,4027.37060546875
2024-11-22,1875.8564453125,266.8599853515625,4197.203125
2024-11-25,1863.4805908203125,270.7300109863281,4266.91552734375
2024-11-26,1897.45263671875,270.5400085449219,4304.095703125
2024-11-27,1897.7977294921875,271.5400085449219,4284.17041015625
2024-11-28,1830.88916015625,267.67999267578125,4197.4990234375
2024-11-29,1832.072509765625,269.8800048828125,4223.15966796875
2024-12-02,1853.718017578125,271.3800048828125,4228.89501953125
2024-12-03,1865.8472900390625,272.9800109863281,4254.70361328125
2024-12-04,1863.036865234375,273.42999267578125,4305.77685546875
2024-12-05,1908.004150390625,275.9200134277344,4414.20166015625
2024-12-06,1895.7269287109375,275.8800048828125,4395.859375
2024-12-09,1896.9595947265625,275.1400146484375,4402.43505859375
2024-12-10,1921.51416015625,274.67999267578125,4383.05419921875
2024-12-11,1946.7589111328125,274.9700012207031,4378.01123046875
2024-12-12,1959.4305419921875,274.1000061035156,4405.20361328125
2024-12-13,1971.954345703125,276.0799865722656,4423.9423828125
2024-12-16,1952.5770263671875,275.4800109863281,4365.89794921875
2024-12-17,1949.1749267578125,272.2200012207031,4280.166015625
2024-12-18,1951.6895751953125,270.70001220703125,4299.2998046875
2024-12-19,1919.1966552734375,268.3900146484375,4224.19775390625
2024-12-20,1895.4803466796875,264.1499938964844,4123.73193359375
2024-12-23,1897.6005859375,265.6600036621094,4111.8662109375
2024-12-24,1882.5621337890625,265.489990234375,4132.82958984375
2024-12-26,1880.93505859375,265.6700134277344,4122.5458984375
2024-12-27,1890.1552734375,266.3900146484375,4118.34326171875
2024-12-30,1879.554443359375,264.3699951171875,4112.36083984375
2024-12-31,1853.9151611328125,264.4700012207031,4049.075439453125
2025-01-01,1856.3804931640625,265.5899963378906,4066.528564453125
2025-01-02,1930.68505859375,269.8900146484375,4129.12158203125
2025-01-03,1911.85009765625,268.4100036621094,4054.118408203125
2025-01-06,1910.9625244140625,264.4800109863281,4049.273193359375
2025-01-07,1904.0596923828125,265.1600036621094,3983.318115234375
2025-01-08,1906.3277587890625,264.9200134277344,4062.523681640625
2025-01-09,1890.69775390625,263.1499938964844,3993.750244140625
2025-01-10,1939.65869140625,262.2200012207031,4218.017578125
2025-01-13,1934.974609375,258.3999938964844,4243.18359375
2025-01-14,1913.132080078125,259.260009765625,4185.78125
2025-01-15,1922.598876953125,259.5799865722656,4202.14697265625
2025-01-16,1901.69287109375,260.7200012207031,4159.330078125
2025-01-17,1790.2607421875,259.7699890136719,4087.964599609375
2025-01-20,1788.1407470703125,261.2900085449219,4041.87451171875
2025-01-21,1775.7154541015625,257.9100036621094,4000.294189453125
2025-01-22,1830.69189453125,258.8500061035156,4119.98046875
2025-01-23,1839.5670166015625,259.510009765625,4108.9287109375
2025-01-24,1849.4283447265625,258.19000244140625,4115.767578125
2025-01-27,1796.719970703125,255.69000244140625,4029.335693359375
2025-01-28,1804.3624267578125,257.3299865722656,4004.704833984375
2025-01-29,1855.1478271484375,259.3800048828125,4063.680419921875
2025-01-30,1834.143310546875,260.2200012207031,4063.92822265625
2025-01-31,1853.718017578125,263.0,4076.16943359375
2025-02-01,1825.6627197265625,262.1300048828125,4037.265380859375
2025-02-03,1837.447021484375,261.4700012207031,4032.804931640625
2025-02-04,1872.4544677734375,265.04998779296875,4070.866455078125
2025-02-05,1870.7286376953125,265.25,4055.057373046875
2025-02-06,1889.070556640625,264.3699951171875,4046.78076171875
2025-02-07,1877.237060546875,263.75,3993.900634765625
2025-02-10,1854.2110595703125,261.8999938964844,4001.38427734375
2025-02-11,1849.6256103515625,258.54998779296875,3928.631103515625
2025-02-12,1837.299072265625,258.2699890136719,3915.348876953125
2025-02-13,1817.6751708984375,258.1700134277344,3875.701416015625
2025-02-14,1830.6427001953125,256.95001220703125,3900.183837890625
2025-02-17,1816.73828125,257.1099853515625,3870.10107421875
2025-02-18,1826.25439453125,256.8399963378906,3839.076904296875
2025-02-19,1785.6754150390625,256.8900146484375,3750.761962890625
2025-02-20,1799.8262939453125,256.8500061035156,3746.103271484375
2025-02-21,1789.8170166015625,255.52999877929688,3752.645263671875
2025-02-24,1739.623291015625,252.8699951171875,3643.218017578125
2025-02-25,1743.17333984375,252.75,3597.573486328125
2025-02-27,1739.820556640625,252.55999755859375,3580.723388671875
2025-02-28,1664.2833251953125,248.4499969482422,3452.5625
2025-03-03,1684.893310546875,248.0500030517578,3462.276123046875
2025-03-04,1664.8751220703125,247.49000549316406,3500.9326171875
2025-03-05,1687.753173828125,250.47999572753906,3515.80029296875
2025-03-06,1692.042724609375,252.75,3569.869873046875
2025-03-07,1662.60693359375,252.83999633789062,3579.385009765625
2025-03-10,1677.842529296875,251.75,3558.02490234375
2025-03-11,1638.54541015625,252.0800018310547,3543.801513671875
2025-03-12,1568.777099609375,251.74000549316406,3475.31005859375
2025-03-13,1557.9296875,251.05999755859375,3480.117431640625
2025-03-17,1567.98828125,252.17999267578125,3466.885009765625
2025-03-18,1567.98828125,252.17999267578125,3466.885009765625
2025-03-19,1564.536865234375,256.70001220703125,3466.29052734375
2025-03-20,1593.134521484375,259.32000732421875,3531.75830078125
2025-03-21,1570.45361328125,261.0899963378906,3546.576904296875
2025-03-24,1570.6507568359375,264.8999938964844,3596.978759765625
2025-03-25,1605.8553466796875,264.7300109863281,3625.525146484375
2025-03-26,1577.2578125,262.8999938964844,3603.7685546875
2025-03-27,1581.301025390625,263.7300109863281,3619.03271484375
2025-03-28,1548.857421875,263.2099914550781,3574.379638671875
2025-04-01,1505.3199462890625,259.6000061035156,3519.517333984375
2025-04-02,1528.641845703125,261.6400146484375,3512.7275390625
2025-04-03,1475.7362060546875,260.4599914550781,3373.16796875
2025-04-04,1431.508544921875,257.1600036621094,3270.33203125
2025-04-07,1377.3702392578125,249.10000610351562,3245.20556640625
2025-04-08,1408.9755859375,252.72000122070312,3263.93896484375
2025-04-09,1384.2237548828125,251.02999877929688,3217.997314453125
2025-04-11,1389.89404296875,255.97000122070312,3203.0302734375
2025-04-15,1406.21435546875,260.8699951171875,3219.583251953125
2025-04-16,1393.493408203125,261.9100036621094,3244.957763671875
2025-04-17,1399.8045654296875,266.5400085449219,3269.83642578125
2025-04-21,1430.8675537109375,269.70001220703125,3292.336669921875
2025-04-22,1403.058837890625,270.04998779296875,3285.199951171875
2025-04-23,1454.4359130859375,271.82000732421875,3382.931396484375
2025-04-24,1450.9844970703125,270.95001220703125,3371.6318359375
2025-04-25,1459.662353515625,268.6300048828125,3417.623046875
2025-04-28,1461.5360107421875,271.8999938964844,3413.16259765625
2025-04-29,1476.722412109375,271.9100036621094,3441.9072265625
2025-04-30,1479.2862548828125,271.989990234375,3423.272705078125
2025-05-02,1485.991943359375,271.7699890136719,3400.772705078125
2025-05-05,1487.6683349609375,274.3900146484375,3423.867431640625
2025-05-06,1490.528076171875,272.6000061035156,3429.517333984375
2025-05-07,1487.37255859375,272.7900085449219,3414.74853515625
2025-05-08,1490.4295654296875,271.0400085449219,3418.514892578125
2025-05-09,1486.6822509765625,268.489990234375,3409.990966796875
2025-05-12,1604.3270263671875,278.94000244140625,3588.50390625
2025-05-13,1546.8358154296875,275.6499938964844,3484.03271484375
2025-05-14,1570.3056640625,276.57000732421875,3517.435791015625
2025-05-15,1590.6197509765625,280.1700134277344,3548.36083984375
2025-05-16,1567.84033203125,280.2099914550781,3529.9248046875
2025-05-19,1538.157958984375,279.2099914550781,3487.79931640625
2025-05-20,1538.94677734375,276.8900146484375,3467.47998046875
2025-05-21,1546.7371826171875,277.54998779296875,3494.737548828125
2025-05-22,1526.028564453125,275.9100036621094,3446.367431640625
2025-05-23,1543.088623046875,278.3699951171875,3483.63623046875
2025-05-26,1558.5706787109375,279.8900146484375,3506.13623046875
2025-05-27,1548.3150634765625,278.25,3467.876220703125
2025-05-28,1549.991455078125,277.69000244140625,3466.885009765625
2025-05-29,1563.5999755859375,278.5400085449219,3467.28173828125
2025-05-30,1562.699951171875,277.9700012207031,3432.88720703125
